x,y,color
837.9474414391151,484.5221912538815,0
868.6879781923939,479.48220889950386,0
856.4431351436504,492.4545887143993,0
852.3347662035883,449.691962474423,0
763.3175622969114,449.7641019083484,0
749.3506233396934,442.7977227409096,0
748.2389813189379,466.63828019521014,0
747.4993681413778,441.6601903069053,0
769.7742783468416,448.90768573376624,0
758.0216939209329,450.9825022901048,0
752.4905624930467,427.1889792423694,0
796.9862280994173,384.76656695658176,0
811.1060751481384,406.6902080815247,0
903.1453402824579,362.7827559766341,0
901.5195307027047,356.2283190447275,0
920.3621592981882,359.6407550860016,0
968.7409270677588,359.1396653937659,0
1005.8520515324986,320.106892191706,0
975.3678916876047,383.4340992029453,0
1010.9251295203419,386.24318652830505,0
553.1604483358675,709.8279270194245,0
539.75559286942,643.1121098365458,0
597.5847823789643,646.6299600921446,0
589.2980621934048,668.9092641246067,0
623.4363035674031,616.0140787030612,0
665.7126886125167,640.9161701217729,0
633.4778186951953,648.456171753131,0
671.7417568237468,630.2159271000401,0
645.4758568866139,679.2887613745253,0
622.5154598709595,692.4232398745378,0
643.022320530594,671.8001127715776,0
598.7097703334578,701.7452151374953,0
539.1123811481714,690.0629745568648,0
534.9241948462646,717.8171794235013,0
471.099401212241,683.7437974285845,0
465.38420271943176,738.7821161383497,0
506.583392448853,735.6418241515739,0
455.2706900037658,698.7647775136289,0
534.192014419413,689.4352778053958,0
564.395412346472,672.381097031654,0
635.9297739200598,669.86458176954,0
655.372867517275,671.2438124453888,0
676.14100799566,672.8923512364677,0
677.784920088743,724.1309533647357,0
745.541219607095,733.4184465703134,0
728.0468757796646,692.87004811605,0
720.1855299339111,700.7061758219495,0
670.9670056333149,745.6980870497858,0
640.9334429183685,740.3570571242473,0
646.8485436834217,743.6282204651061,0
616.1575905463926,771.0078299887766,0
538.653811830001,794.0856369246238,0
498.1079512270911,767.369767368445,0
507.05987470813346,783.9499579921572,0
459.3281784603032,786.0607785571684,0
555.1147619303765,772.9603401149209,0
561.1323892762649,744.2937174178711,0
587.6019377421173,681.2480289724521,0
631.9149358357473,719.5855459113104,0
627.5598314735164,654.9048151257978,0
687.0711513063081,679.2159651892032,0
720.0659555886234,655.8440734150486,0
731.3096390934253,671.4708321850876,0
799.8654133880834,631.4490088127636,0
776.5787370398881,648.9651731856966,0
757.7616697616352,708.5454075293538,0
782.3184214870962,698.7195942451498,0
737.5674180561176,780.435882789528,0
718.3947175506809,762.5024951187384,0
753.2390965333199,771.1388178793314,0
711.4562149275881,785.4126130448137,0
724.915673992802,810.6561785840265,0
685.3331559427311,832.2461657961729,0
685.9813731541657,841.3288679942721,0
736.6472676887998,787.3623759065476,0
759.2154173758149,741.942311049527,0
715.0072799647216,697.7450032372584,0
771.5587221970553,650.4344089841899,0
756.4264830816625,653.6250813646451,0
730.4015692044114,682.4690339188788,0
719.5057310382917,711.1325849409238,0
703.4172301494323,747.664145021357,0
648.4145208260894,778.8831464084734,0
663.2685277509661,793.8441078928208,0
664.544183484904,771.2743143872196,0
653.8258427713969,777.52254887157,0
613.8837779067198,795.0414604625205,0
547.379941668736,788.4189796768005,0
495.73676034372227,758.2145546633568,0
467.1598237698764,790.2641581488913,0
452.3098565717291,787.0404971840982,0
484.96702030053126,733.0337580500046,0
516.4973521608804,765.9373258320719,0
522.9924645980263,697.5194217214596,0
502.0530149901118,712.548645960709,0
566.8364385907591,660.8527682612869,0
635.380815786136,652.8000144974756,0
626.1754840983874,618.1856333677966,0
688.1074510765701,684.1203744338997,0
691.164052715087,675.2789849407507,0
689.3341293013889,681.2714641231461,0
719.494247553183,711.4228830992979,0
768.3614713465371,684.552663030357,0
700.312234084237,695.5123189879384,0
728.5551187436997,713.852260957154,0
664.8503591416418,766.6595930388801,0
658.5878599799972,722.0395492855988,0
661.1957124970753,751.1556138465606,0
605.0024554757246,762.7336268554966,0
622.752561540814,793.5102718280103,0
599.7717961976556,772.8955513997216,0
611.2616162463987,748.2267763128856,0
935.5530592750039,678.3836096060684,0
958.6426950298362,656.4201381848084,0
914.6935799413735,636.419887777257,0
956.5722884249503,673.8724445180562,0
953.6765122157864,632.1708742845552,0
891.2091335117584,663.5131657923706,0
910.4020261850361,713.462999978531,0
874.2971340994391,719.5079177474579,0
858.9976698244683,726.2000558874374,0
863.80061092439,754.7555069570375,0
843.0173756490293,744.0124125510802,0
832.6552315132462,774.570167751594,0
850.4765801764421,773.1396372636005,0
895.936534636861,767.8015221088833,0
881.1335324531594,701.5631655790896,0
867.4811852371869,681.266402295066,0
880.7820753779964,656.0347420043744,0
896.603432450617,648.31480285175,0
955.1750316688431,653.3121112939932,0
959.187027089256,670.0101429103704,0
971.0465703612819,675.4130688932074,0
986.0796773322428,672.4449903136294,0
1011.0044250725622,676.1536771496459,0
1035.1631191606134,709.9577271550212,0
1010.2566190144249,732.4315562987632,0
1028.0278567409323,776.4482955446581,0
1002.0583361942129,789.3227272557745,0
1032.1821261290977,780.9218742922122,0
1053.9055646551167,754.0503911737009,0
1045.4528151219681,792.0642294257256,0
1045.5443461574062,792.4760370202745,0
971.9309283540747,859.1035032949587,0
950.3362076380162,859.9163946907228,0
966.6033443272916,864.4486951804085,0
997.5729209827739,823.1525517955728,0
915.7038500567987,753.677831927787,0
912.0208282791481,781.8950250534544,0
963.1427086341463,725.6571229878956,0
970.8427032933998,726.667577143839,0
900.9360368534524,746.708074545942,0
940.5698420434168,722.0448446624617,0
895.17660561742,800.3818753657717,0
892.4451982192999,792.1394978951971,0
902.6096873961518,804.6466806707788,0
853.239651861995,819.8740524351795,0
877.6842123853883,802.7194880809211,0
935.7109105815418,802.4562080434574,0
998.0981379434934,722.6500270727221,0
986.6183090262163,687.1395569013389,0
1032.749244983426,716.400276884168,0
1080.0638064166565,716.3981700098693,0
1112.990189140882,707.0975779939134,0
1087.1435934429683,679.9999967302065,0
1123.5351611748604,682.8811621602272,0
1149.8337705131141,733.487498156218,0
1143.6988629841803,765.9091297425504,0
1135.2026098259378,759.5017443277779,0
1159.5595963321812,758.948053250398,0
1088.2381661071063,769.4743954493764,0
1092.0320951032966,805.8979123868116,0
1011.0841213889252,776.9948109152176,0
997.909053892508,729.4223533673143,0
968.0170591938365,715.1834248814356,0
1007.8735443478797,729.6019752345408,0
968.7957327358461,698.4074858424901,0
1045.5320256020457,658.9900445237059,0
1058.485175153305,624.9831607466261,0
1036.5888161163516,640.3394321724862,0
1121.9178483959658,607.3844335753477,0
1154.093253642498,665.3400609292828,0
1174.089337379563,721.2143883724681,0
1196.4711555428298,753.1928266003281,0
1170.634119695089,786.3727074285306,0
1174.5756777146967,795.3487185874657,0
1166.2209161146236,800.8986197083616,0
1179.0549269920637,818.9827823878608,0
1200.1965873551524,853.5430645153368,0
1143.64904239299,853.536516818445,0
1127.7432328954944,842.4284348835613,0
1080.3588207868947,816.1613692791412,0
1087.138675113393,846.5614710672489,0
1039.7993249302447,805.7783633594781,0
1058.709125482684,811.6330582442527,0
1066.7709817909213,759.5040448464225,0
1089.3454846270588,761.4073539345046,0
1156.2984404141905,715.39878388866,0
1136.0862690519496,724.0621930909565,0
1134.4393133119584,723.8089761041582,0
1158.3541764017593,779.0870936670736,0
1091.5759475210862,737.5899399829154,0
1082.8268322314345,757.9123169239791,0
1078.125108911561,707.8465743828061,0
1060.8178431608815,745.1404947819898,0
1036.6033007414678,741.9600195366643,0
